File Type,File Size,Encryption Time,Decryption Time
.mp3,187170,18.850326538085938,17.481565475463867
.mp3,111822,11.060953140258789,15.619277954101562
.mp3,200274,19.736528396606445,21.368741989135742
.mp3,200274,18.414020538330078,21.708965301513672
.mp3,95728,10.187149047851562,9.781122207641602
.mp3,70118,6.966829299926758,6.442070007324219
.mp3,132570,13.859987258911133,8.00943374633789
.mp3,70118,0.9973049163818359,7.535219192504883
.mp3,57273,3.5758018493652344,2.5069713592529297
.mp3,247334,14.28675651550293,13.08584213256836
.mp3,111822,5.510807037353516,7.778406143188477
.mp3,111822,6.438016891479492,6.308794021606445
.mp3,222218,13.666391372680664,13.273000717163086
.mp3,178642,17.142295837402344,15.369892120361328
.mp3,99680,8.333921432495117,9.221315383911133
.mp3,74512,6.288290023803711,6.1283111572265625
.mp3,74512,6.119728088378906,6.098031997680664
.mp3,178642,12.743234634399414,10.649681091308594
.mp3,111822,14.370203018188477,6.072759628295898
.mp3,204589,18.825769424438477,12.086153030395508
.mp3,78985,7.576942443847656,9.900093078613281
.mp3,208984,18.43118667602539,19.8822021484375
.mp3,145389,11.278152465820312,10.913610458374023
.mp3,200274,17.858266830444336,20.45607566833496
.mp3,120012,13.67807388305664,10.721206665039062
.mp3,208984,18.25094223022461,22.74036407470703
.mp3,222218,23.055076599121094,20.65730094909668
.mp3,132570,11.075496673583984,13.279914855957031
.mp3,255628,23.079633712768555,23.61464500427246
.mp3,153864,15.436410903930664,16.17908477783203
.mp3,238884,23.574113845825195,21.672964096069336
.mp3,116009,8.881807327270508,14.591217041015625
.mp3,43702,4.743814468383789,3.8733482360839844
.mp3,107792,8.794784545898438,8.195161819458008
.mp3,243148,26.49712562561035,22.841691970825195
.mp3,99680,10.701417922973633,9.032726287841797
.mp3,95728,9.387969970703125,7.882118225097656
.mp3,238884,23.754596710205078,21.053075790405273
.mp3,226456,20.350217819213867,20.60675621032715
.mp3,95728,7.878780364990234,8.802175521850586
.mp3,57273,5.084037780761719,3.3936500549316406
.mp3,128384,12.003898620605469,12.773513793945312
.mp3,91438,8.138656616210938,5.670309066772461
.mp3,226456,15.163898468017578,13.6566162109375
.mp3,217850,16.76201820373535,13.736963272094727
.mp3,87278,6.053924560546875,6.948709487915039
.mp3,255628,17.20404624938965,15.9912109375
.mp3,222218,11.381387710571289,19.54364776611328
.mp3,217850,15.880823135375977,14.515876770019531
.mp3,162080,9.639978408813477,10.024547576904297
.mp3,48565,6.340503692626953,2.532958984375
.mp3,61616,3.448963165283203,6.29878044128418
.mp3,43702,0.0,5.851984024047852
.mp3,157946,10.465860366821289,11.17253303527832
.mp3,255628,16.492128372192383,19.322633743286133
.mp3,251651,15.314817428588867,19.407987594604492
.mp3,57273,4.369020462036133,4.013299942016602
.mp3,191407,14.366388320922852,16.21246337890625
.mp3,70118,6.820440292358398,4.420042037963867
.mp3,57273,5.574941635131836,4.012823104858398
.mp3,95728,8.306741714477539,8.00013542175293
.mp3,91438,2.5086402893066406,9.889602661132812
.mp3,157946,18.459320068359375,13.107061386108398
.mp3,255628,22.058725357055664,22.4764347076416
.mp3,222218,18.941164016723633,19.799232482910156
.mp3,136756,16.93892478942871,11.83772087097168
.mp3,128384,10.404586791992188,9.903669357299805
.mp3,170270,17.247438430786133,13.096332550048828
.mp3,99680,9.057283401489258,10.726213455200195
.mp3,191407,19.282102584838867,18.071651458740234
.mp3,230668,20.65563201904297,21.27671241760254
.mp3,52932,6.098508834838867,2.6063919067382812
.mp3,103658,11.14034652709961,9.758949279785156
.mp3,170270,14.649391174316406,15.75779914855957
.mp3,57273,3.756999969482422,6.212711334228516
.mp3,157946,13.426065444946289,11.447429656982422
.mp3,141072,15.938282012939453,10.849952697753906
.mp3,78985,8.567094802856445,7.486581802368164
