File Type,File Size,Encryption Time,Decryption Time
txt,10066,1.093149185180664,0.5145072937011719
txt,1020936,49.79491233825684,43.46537590026856
txt,111136,3.889083862304688,7.166862487792969
txt,1121799,60.76979637145996,58.310508728027344
txt,1223002,68.73512268066406,44.8758602142334
txt,1324168,52.83713340759277,63.017845153808594
txt,1425166,62.8511905670166,62.10041046142578
txt,1526282,82.27992057800293,70.69873809814453
txt,1627289,67.50011444091797,83.23526382446289
txt,1728254,82.6253890991211,70.94192504882812
txt,1829529,84.43975448608398,78.03153991699219
txt,1930559,89.6308422088623,88.0739688873291
txt,2031702,92.5002098083496,93.77336502075195
txt,212201,10.90383529663086,9.132146835327148
txt,2132589,91.2771224975586,93.7814712524414
txt,2233823,112.44678497314452,111.44804954528809
txt,2334905,126.98721885681152,119.02570724487305
txt,2435887,125.05483627319336,123.748779296875
txt,2536984,111.44137382507324,102.58078575134276
txt,2638132,112.26892471313477,119.95983123779295
txt,2739131,110.15629768371582,116.8837547302246
txt,2840341,124.9709129333496,132.17806816101074
txt,2941397,149.83868598937988,141.15667343139648
txt,3042297,146.53301239013672,143.37515830993652
txt,313269,12.50290870666504,17.585039138793945
txt,3143576,169.53325271606445,200.02985000610352
txt,3244535,138.72885704040527,143.03255081176758
txt,3345667,149.56331253051758,164.16501998901367
txt,3446740,160.34340858459473,156.35085105895996
txt,3547805,168.41363906860352,200.7603645324707
txt,3648924,196.1641311645508,153.63478660583496
txt,3749790,180.06587028503418,168.24889183044434
txt,3851064,162.60719299316406,172.50347137451172
txt,3952058,197.69787788391116,170.1202392578125
txt,4053076,226.34506225585935,229.47144508361816
txt,414338,21.849632263183597,19.43612098693848
txt,4154226,188.1821155548096,171.45824432373047
txt,4255215,188.9939308166504,240.1306629180908
txt,4356327,220.9134101867676,197.0503330230713
txt,4457481,199.87940788269043,189.64767456054688
txt,4558627,248.0294704437256,204.75482940673828
txt,4659695,214.1721248626709,204.46467399597168
txt,4760692,227.447509765625,221.91572189331052
txt,4861903,219.84219551086423,259.8392963409424
txt,4962874,219.8770046234131,219.7268009185791
txt,5063926,222.1994400024414,237.0486259460449
txt,515442,21.47984504699707,30.69758415222168
txt,5164975,246.74534797668457,249.41110610961917
txt,5265976,226.30596160888672,226.3221740722656
txt,5367175,232.76710510253903,232.99098014831543
txt,5468270,236.01651191711423,245.4218864440918
txt,5569451,236.1295223236084,245.90706825256348
txt,5670575,268.76091957092285,239.52579498291016
txt,5771621,256.6983699798584,278.20396423339844
txt,5872593,288.84196281433105,251.05643272399905
txt,5973743,249.41229820251465,275.205135345459
txt,6074631,276.42202377319336,280.14397621154785
txt,616535,35.45165061950684,35.36033630371094
txt,6175786,273.8978862762451,268.1357860565185
txt,6276900,287.7168655395508,298.0217933654785
txt,6377919,429.004430770874,290.6126976013184
txt,6478940,370.9750175476074,328.80306243896484
txt,6580173,299.9882698059082,366.5697574615479
txt,6681138,303.58338356018066,276.63683891296387
txt,6782180,299.62921142578125,300.36067962646484
txt,6883233,339.76221084594727,377.50744819641113
txt,6984532,348.4911918640137,330.95598220825195
txt,7085512,333.8580131530762,297.11151123046875
txt,717653,33.02192687988281,30.991077423095703
txt,7186741,315.1826858520508,296.51379585266113
txt,7287718,324.47099685668945,350.4445552825928
txt,7388971,352.51379013061523,309.7655773162842
txt,7489949,367.2983646392822,332.2262763977051
txt,7590991,372.9588985443115,368.7593936920166
txt,7692046,349.9720096588135,309.8716735839844
txt,7793125,341.60923957824707,358.5646152496338
txt,7893991,350.92830657958984,371.5286254882813
txt,7995218,362.2400760650635,334.5646858215332
txt,8096293,442.0454502105713,332.8995704650879
txt,818669,39.71433639526367,38.9714241027832
txt,8197338,376.3628005981445,357.56468772888184
txt,8298457,346.76146507263184,333.66942405700684
txt,8399478,339.59078788757324,340.8241271972656
txt,8500642,374.2077350616455,454.5423984527588
txt,8601751,511.9638442993164,439.15748596191406
txt,8702567,408.21242332458496,366.95051193237305
txt,8803842,427.0210266113281,400.7992744445801
txt,8904776,476.3481616973877,422.5344657897949
txt,9005876,391.4532661437988,379.3215751647949
txt,9107104,426.0132312774658,459.6655368804932
txt,919766,57.06048011779785,54.54587936401367
txt,9208064,403.2714366912842,397.7243900299072
txt,9309337,460.02721786499023,539.6368503570557
txt,9410198,399.6050357818604,401.89576148986816
txt,9511520,433.75396728515625,421.22721672058105
txt,9612396,443.58181953430176,404.3617248535156
txt,9713759,418.64967346191406,510.0359916687012
txt,9814539,432.3182106018066,460.482120513916
txt,9915595,476.3979911804199,447.94702529907227
txt,10017035,462.4178409576416,471.160888671875
